Time, Battery, PoorSignal, Attention, Meditation, Raw, Delta, Theta, lowAlpha, highAlpha, lowBeta, highBeta, lowGamma, highGamma, Blink
46:02.0,0,0,53,64,1,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,40,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,59,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,55,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,54,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,52,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,54,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,58,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,68,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,87,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,84,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,65,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,64,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,89,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,130,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,149,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,136,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,139,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,170,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,213,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,229,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,221,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,214,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,213,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,216,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,224,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,240,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,248,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,230,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,211,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,200,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,208,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,217,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,203,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,204,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,229,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,248,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,240,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,235,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,256,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,282,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,306,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,306,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,290,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,269,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,272,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,274,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,249,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,220,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,226,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,251,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,280,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,277,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,241,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,216,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,226,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,227,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,216,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,203,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,193,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,182,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,161,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,130,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,119,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,152,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,147,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,146,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,162,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,188,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,202,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,181,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,165,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,194,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,221,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,215,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,202,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,202,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,224,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,257,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,259,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,244,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,258,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,273,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,265,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,266,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,289,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,290,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,269,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,252,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,250,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,268,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,264,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,209,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,187,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,228,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,251,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,241,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,218,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,227,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,232,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,213,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,202,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,236,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,273,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,276,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,269,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,267,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,289,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,308,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,281,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,251,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,246,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,246,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,252,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,253,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,241,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,246,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,246,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,230,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,225,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,228,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,245,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,263,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,274,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,253,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,218,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,210,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,224,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,224,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,204,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,194,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,202,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,231,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,249,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,245,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,236,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,243,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,243,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,243,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,264,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,282,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,265,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,217,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,194,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,197,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,172,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,109,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,69,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,83,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,112,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,146,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,170,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,157,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,153,956484,57577,9757,3147,4033,3115,1404,1971,63
46:02.0,0,0,53,64,185,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,204,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,188,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,192,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,197,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,197,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,193,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,195,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,220,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,231,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,205,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,193,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,209,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,210,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,178,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,146,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,155,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,182,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,156,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,121,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,122,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,163,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,194,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,182,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,150,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,149,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,168,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,173,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,155,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,141,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,150,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,149,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,121,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,115,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,154,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,185,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,169,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,135,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,128,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,138,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,153,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,152,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,155,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,163,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,166,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,165,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,154,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,164,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,187,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,194,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,180,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,178,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,171,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,156,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,148,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,151,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,160,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,186,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,200,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,208,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,214,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,215,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,214,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,64,224,956484,57577,9757,3147,4033,3115,1404,1971,63
46:03.0,0,0,53,48,224,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,232,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,244,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,264,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,265,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,251,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,251,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,249,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,245,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,260,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,309,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,345,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,342,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,333,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,374,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,413,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,426,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,404,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,356,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,342,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,359,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,371,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,361,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,311,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,219,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,155,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,134,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,84,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,1,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-85,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-155,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-188,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-215,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-269,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-311,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-342,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-378,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-410,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-445,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-469,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-490,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-525,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-554,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-558,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-566,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-610,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-662,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-649,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-582,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-548,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-582,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-614,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-603,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-571,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-557,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-574,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-573,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-532,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-497,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-491,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-472,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-433,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-404,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-406,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-407,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-363,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-286,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-214,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-156,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-118,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-83,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-37,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-13,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,-9,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,17,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,68,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,106,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,128,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,146,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,172,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,203,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,214,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,225,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,274,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,332,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,356,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,348,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,348,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,387,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,413,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,412,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,418,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,429,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,432,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,432,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,429,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,420,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,429,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,455,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,472,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,477,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,456,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,433,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,425,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,454,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,496,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,500,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,468,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,449,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,468,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,512,174187,56036,4506,3205,7759,3581,3340,3441,63
46:03.0,0,0,53,48,529,174187,56036,4506,3205,7759,3581,3340,3441,63
